sentence,cluster
"Messenger: Above an hour, my lord.",1
Second Citizen: Would you proceed especially against Caius Marcius?,1
I could feel at home here. You definitely want to hit Mapquest or plug in your GPS though.,2
Thus we debase The nature of our seats and make the rabble Call our cares fears; which will in time Break ope the locks o' the senate and bring in The crows to peck the eagles.,1
Classico is better.,2
I called and of course the receptionist was sassy and rude so I gave up.,2
"Meeting two such wealsmen as you are--I cannot call you Lycurguses--if the drink you give me touch my palate adversely, I make a crooked face at it.",1
I've decided where I stand with Emmert Dental.,2
"We walked in the front door, and entered another world.",2
"It was made with a very delicious crust, nice and crisp, not soggy (like pesto pizza can get) The one waitress we had JASMINE, was fantastic!",2
"Either way, I can't wait to get my game on in the spring!",2
"I don't know what Dr. Goldberg was like before moving to Arizona, but let me tell you, STAY AWAY from this doctor and this office.",2
But make you ready your stiff bats and clubs: Rome and her rats are at the point of battle; The one side must have bale.,1
"MARCIUS: May these same instruments, which you profane, Never sound more!",1
Which way do you judge my wit would fly?,1
BTW they opened for the season this week although it has been golfing weather for a month.,2
First Citizen: I twice five hundred and their friends to piece 'em.,1
Although the first impression through the door is charming and the aroma enticing as you enter this restaurant- much can be improved upon for the prices asked for the dining experience.,2
"I live in the South section of Pittsburgh, and I find that this gym is not too far from me.",2
I have run into this problem with many other doctors and I just don't get it.,2
How many stand for consulships?,1
It's incomprehensible and not work the aggravation.,2
"I was greeted by a large open (garage style) window, that opened the whole lounge bar area to the street.",2
"Yes, yes, yes; the senate has letters from the general, wherein he gives my son the whole name of the war: he hath in this action outdone his former deeds doubly VALERIA: In troth, there's wondrous things spoke of him.",1
"CORIOLANUS: VOLUMNIA: I have lived To see inherited my very wishes And the buildings of my fancy: only There's one thing wanting, which I doubt not but Our Rome will cast upon thee.",1
"SICINIUS: Stop, Or all will fall in broil.",1
The Gab and Eat is famous and infamous.,2
"It has 75,000 codices from throughout history, as well as 1.1 million printed books, which include some 8,500 incunabula.",3
"SICINIUS: You are at point to lose your liberties: Marcius would have all from you; Marcius, Whom late you have named for consul.",1
"I give the prices 3/5. So in summary, you can get okay food here for a rather cheap price but it is not a great place to dine in by any means.",2
"There are always children's toys scattered about the floor because the owners children are always there, so be careful not to trip.",2
"If a man there was among the soldiery at Roccaleone with whom he deemed that he had an account to settle, that man was Aventano.",1
"Now, Mars, I prithee, make us quick in work, That we with smoking swords may march from hence, To help our fielded friends!",1
"First of all the pizza wasn't even cut through, and the sad attempt at cutting was so uneven that 4 of the slices were about an inch wide, while the others were about 4"""" each.",2
"Whiles we have struck, By interims and conveying gusts we have heard The charges of our friends.",1
We had two different people come to our house to give us estimates for a deck (one of them the OWNER).,2
SICINIUS: Was ever man so proud as is this Marcius?,1
"You, tribunes To the people!",1
"BRUTUS: Get you hence instantly, and tell those friends, They have chose a consul that will from them take Their liberties; make them of no more voice Than dogs that are as often beat for barking As therefore kept to do so.",1
"We adjust our vacations to make sure that we stop in to her office in Pennsylvania at least once a year for cleaning and check ups, worth the drive from Florida.",2
Frustrating situation!,2
"The toppings were scarce, they used mini pepperoni and put maybe 8 on the whole pizza.",2
The first time we were there almost 3 hours.,2
Visitors like to take boat rides along the Danube.,2
"that it was no better than picture-like to hang by the wall, if renown made it not stir, was pleased to let him seek danger where he was like to find fame.",1
"All: Speak, speak.",1
"Begun as a one-page journal in September 1876, the Scholastic magazine is issued twice monthly and claims to be the oldest continuous collegiate publication in the United States.",3
"One member of our party walked up to the bar to let them know we were sitting on the couches along the wall, as it was fairly busy that night.",2
"LARTIUS: I shall, my lord.",1
CORIOLANUS: Saw you Aufidius?,1
I was in my early sixties and hadn't exercised in a while.,2
"BRUTUS: Or let us stand to our authority, Or let us lose it.",1
I refused to go back to Emmert Dental.,2
SICINIUS: Where is this viper That would depopulate the city and Be every man himself?,1
"SICINIUS: Let's hence, and hear How the dispatch is made, and in what fashion, More than his singularity, he goes Upon this present action.",1
"He recommended to me that I get a physical, and he knew I was a student because I told him.",2
Lots of it and dirt cheap.,2
"CORIOLANUS: I would they were barbarians--as they are, Though in Rome litter'd--not Romans--as they are not, Though calved i' the porch o' the Capitol-- MENENIUS: Be gone; Put not your worthy rage into your tongue; One time will owe another.",1
CHAPTER VII.,1
"MENENIUS: That's off, that's off; I would you rather had been silent.",1
"I've had better, believe me.",2
"VIRGILIA: Indeed, no, by your patience; I'll not over the threshold till my lord return from the wars.",1
Location is in a business park area so it is quiet.,2
First Soldier: Fool-hardiness; not I.,1
Gab and Eat was just what we were looking for on a Saturday morning.,2
but it was oily.,2
I won't go back.,2
"I would I were a Roman; for I cannot, Being a Volsce, be that I am.",1
The Vatican Library is open to anyone who can document their qualifications and research needs.,3
All: Caius Marcius Coriolanus!,1
"This was my speech, and I will speak't again-- MENENIUS: Not now, not now.",1
"Gonzaga had presented himself to Valentina with the plausible tale that, as the events of which Fanfulla's letter had given them knowledge might lead Gian Maria at any moment to desperate measures, it might be well that he should reinforce the single man-at-arms patrolling the walls.",1
My pesto pasta had no flavor (did not taste like a cream sauce to me) & the pesto was so runny/watery & way too much sauce not enough noodles.,2
"LARTIUS: Hence, and shut your gates upon's.",1
"But before you think we had an unusal experience that was all due to a poor server, let me continue.",2
"The only good point was that it was cheap, and deservingly so.",2
The bar is very nice is well.,2
MARCIUS: 'Tis done.,1
They also had great coffee.,2
"When we informed our server of the mistake, he didn't really believe us until he checked his order sheet, and then he blamed the error on the chef.",2
The mats look like the carpet at my 107 year old aunt Irene's house.,2
MENENIUS: Down with that sword!,1
"SICINIUS: Go, call the people: in whose name myself Attach thee as a traitorous innovator, A foe to the public weal: obey, I charge thee, And follow to thine answer.",1
"You soothed not, therefore hurt not: but your people, I love them as they weigh.",1
All: The gods assist you!,1
I had to hound them to get an answer about my bill.,2
"O Jupiter, no blood!",1
"Besides, beyond this thing she regarded as a sacred obligation thrust upon her, was the need of a helper, of a friend, of a champion in this critical time.",1
"SICINIUS: Why, so he did, I am sure.",1
Having certain businesses with skill sets in your local neighborhood is important.,2
My insurance covers 100% of extractions.,2
COMINIUS: Hath he not pass'd the noble and the common?,1
"VOLUMNIA: Let her alone, lady: as she is now, she will but disease our better mirth.",1
"The pancakes were really good and fluffy, the home fries were simply okay and the eggs were not cooked well.",2
"I'm not looking for a handout, but our experience was just plain awful that night.",2
The free wifi is usually fast.,2
"By yond clouds, Let me deserve so ill as you, and make me Your fellow tribune.",1
"But, I beseech you, What says the other troop?",1
All: Against him first: he's a very dog to the commonalty.,1
"First Senator: MARCIUS: Nay, let them follow: The Volsces have much corn; take these rats thither To gnaw their garners.",1
I swear the full mixed grill had two pounds of food.,2
"They are unprofessional, rude and have no clue what they're doing (behind the desk).",2
Next to the Main Building is the Basilica of the Sacred Heart.,0
"MENENIUS: Sir, I shall tell you.",1
My son had a burger and it was good.,2
"God save thee, noble consul!",1
"Round and round Bells he walked, plainly weakening all the time in his determination not to take one of Jane's favorite racers.",1
Again it took a long time to get our food.,2
They didn't remake anything.,2
"And after a visit to a very reputable dentist, an endodontist and an oral surgeon, I have to have oral surgery to try and repair the damage Emmert Dental has done to my mouth.",2
And I hate wasting food!!,2
"Mend and charge home, Or, by the fires of heaven, I'll leave the foe And make my wars on you: look to't: come on; If you'll stand fast, we'll beat them to their wives, As they us to our trenches followed.",1
"COMINIUS: As I guess, Marcius, Their bands i' the vaward are the Antiates, Of their best trust; o'er them Aufidius, Their very heart of hope.",1
"From the minute we were seated, we were greeted by a server that was clearly inexperienced and didn't know the menu.",2
SICINIUS: 'Tis right.,1
Unfortunately my family decided to go here again tonight.,2
Plus the prices are expensive for the amount of food you get & of course the poor quality.,2
"Quite frankly, the fish wasn't good at all.",2
"As at most other universities, Notre Dame's students run a number of news media outlets.",5
Are you kidding???,2
"Senators, &C: Weapons, weapons, weapons!",1
"And by the way, that item is on the menu as a regular item so whether or not the mistake was made by the server (which, we are sure it was) or the chef, who knows for certain.",2
SICINIUS: What is the city but the people?,1
"If these shows be not outward, which of you But is four Volsces?",1
"COMINIUS: 'Tis not a mile; briefly we heard their drums: How couldst thou in a mile confound an hour, And bring thy news so late?",1
SICINIUS: May they perceive's intent!,1
"The Vatican Secret Archives were separated from the library at the beginning of the 17th century; they contain another 150,000 items.",3
"It made no sense, how could we order when the waitress wasn't coming to the table?",2
Perhaps I should go back to the racially biased service of Steak n Shake instead!,2
"In short, unless you like your dinner with a side of disappointment and depression, I'd probably avoid this place like the plague.",2
"COMINIUS: Help Marcius, help, You that be noble; help him, young and old!",1
"Since they don""""t make appointments, the wait to get the tire looked at was ~2 hours.",2
We used a coupon from the paper for a 2 topping 8 cut Sicilian.,2
Very family friendly!,2
I am out of breath; Confusion's near; I cannot speak.,1
"Lay hands upon him, And bear him to the rock.",1
"MENENIUS: Pray you, be gone: I'll try whether my old wit be in request With those that have but little: this must be patch'd With cloth of any colour.",1
"MENENIUS: Nay, these are almost thoroughly persuaded; For though abundantly they lack discretion, Yet are they passing cowardly.",1
"Come, blow thy blast.",1
With 3.5 million people it is now the biggest city in California and the second largest city in the United States.,2
They have lots of weights (which my boyfriend uses) and a decent cardio room.,2
"Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University.",3
"Architecturally, the school has a Catholic character.",3
"MENENIUS: Go, get you to your house; be gone, away!",1
It took us forever to find but well worth it.,2
"And if you have an issue with their billing practices, don't expect to that resolved easily.",2
"What, art thou stiff?",1
"MARCIUS: They fear us not, but issue forth their city.",1
CORIOLANUS: Most sweet voices!,1
"He told us before we ordered that they had no """"pies"""".",2
"MENENIUS: Note me this, good friend; Your most grave belly was deliberate, Not rash like his accusers, and thus answer'd: 'True is it, my incorporate friends,' quoth he, 'That I receive the general food at first, Which you do live upon; and fit it is, Because I am the store-house and the shop Of the whole body: but, if you do remember, I send it through the rivers of your blood, Even to the court, the heart, to the seat o' the brain; And, through the cranks and offices of man, The strongest nerves and small inferior veins From me receive that natural competency Whereby they live: and though that all at once, You, my good friends,'--this says the belly, mark me,-- First Citizen: Ay, sir; well, well.",1
My husband's pasta had even less flavor than mine.,2
I didn't feel welcome here.,2
"Another time, and another place.",2
Barb's Country Junction gets a 5 star rating for me because it is truly everything that a Pittsburgh restaurant should be.,2
BRUTUS: He has no equal.,1
She missed 2 people on that side of the table failed to take their order and when we said something she said 'well they didn't speak up!',2
"AUFIDIUS: I am attended at the cypress grove: I pray you-- 'Tis south the city mills--bring me word thither How the world goes, that to the pace of it I may spur on my journey.",1
MARCIUS: Here: what's the matter?,1
"In the story, Santa's reindeer Donner and his wife have a son, Rudolph, who has the distinction of a nose that glows.",2
"SICINIUS: Sir, how comes't that you Have holp to make this rescue?",1
"O' my troth, I looked upon him o' Wednesday half an hour together: has such a confirmed countenance.",1
"COMINIUS: Breathe you, my friends: well fought; we are come off Like Romans, neither foolish in our stands, Nor cowardly in retire: believe me, sirs, We shall be charged again.",1
"They choose their magistrate, And such a one as he, who puts his 'shall,' His popular 'shall' against a graver bench Than ever frown in Greece.",1
"Get it together, Murphy's ... er, I mean Sullivan's....er, I mean Paddy's or is it Riley's?",2
"LARTIUS: Marcius, his name?",1
"The bar was jumping when I picked up our order. The white pizza is so delicious...with garlic, spinach, feta, and added some veggies.",2
"Dr. Weinberg herself is very nice, but I doubt her ability.",2
"The """"steak"""" (if you an call it that) was greyish instead of brown and looked like it was a processed meat chopped into pieces.",2
"He pulled on my tooth, used a metal instrument to pound on my tooth and was pulling so hard that my head was coming up and slamming back down against the head rest.",2
"The nine student-run outlets include three newspapers, both a radio and television station, and several magazines and journals.",5
"Please you to march; And four shall quickly draw out my command, Which men are best inclined.",1
"In my mind, I imagine a tailor to be older, kind of like my grandfather maybe with measuring tape around his neck (Textbook movie tailor), so I was a bit trepidatious about dropping off my clothing.",2
No more smoking allowed.,1
First Citizen: I the great toe!,1
"COMINIUS: On, to the Capitol!",1
You are ambitious for poor knaves' caps and legs: you wear out a good wholesome forenoon in hearing a cause between an orange wife and a fosset-seller; and then rejourn the controversy of three pence to a second day of audience.,1
First Soldier: Will not you go?,1
"Slow, over priced, I'll go elsewhere next time.",2
"After a morning of Thrift Store hunting, a friend and I were thinking of lunch, and he suggested Emil's after he'd seen Chris Sebak do a bit on it and had tried it a time or two before, and I had not.",2
"The Vatican Apostolic Library (), more commonly called the Vatican Library or simply the Vat, is the library of the Holy See, located in Vatican City.",3
"So, 2 weeks later, I went in for the extraction.",2
"The entire range appears to be turf, which may or many not help your game, but it looks really nice.",2
"Therefore, be it known, As to us, to all the world, that Caius Marcius Wears this war's garland: in token of the which, My noble steed, known to the camp, I give him, With all his trim belonging; and from this time, For what he did before Corioli, call him, With all the applause and clamour of the host, CAIUS MARCIUS CORIOLANUS!",1
He must have not understood me because he just kept talking in circles.,2
"First Senator: No more words, we beseech you.",1
"She didn't make sure that I had everything ON MY RECEIPT, and never even had the decency to apologize that I felt I was getting poor service. I've eaten at various McDonalds restaurants for over 30 years.",2
"A fine spot, in good faith.",2
"VALERIA: Indeed, la, 'tis a noble child.",1
What a mistake.,2
Everyone is friendly and has obviously been working there for a while.,2
"VIRGILIA: No, good madam; I will not out of doors.",1
Wing sauce is like water.,2
They had been taken home by a production company employee and given to her children after filming was completed.,2
I got 'new' tires from them and within two weeks got a flat.,2
"You talk of pride: O that you could turn your eyes toward the napes of your necks, and make but an interior survey of your good selves!",1
"I can't say your worships have delivered the matter well, when I find the ass in compound with the major part of your syllables: and though I must be content to bear with those that say you are reverend grave men, yet they lie deadly that tell you you have good faces.",1
"Immediately behind the basilica is the Grotto, a Marian place of prayer and reflection.",0
"LARTIUS: My horse to yours, no.",1
"BRUTUS: Enough, with over-measure.",1
"And so, his face drawn and his body quivering with the excitement of what he was about to do, Gonzaga had repaired to the ramparts so soon as he had seen them all safely into chapel.",1
A steak went past for the table behind us.,2
"VOLUMNIA: I pray you, daughter, sing; or express yourself in a more comfortable sort: if my son were my husband, I should freelier rejoice in that absence wherein he won honour than in the embracements of his bed where he would show most love.",1
All: We will so: almost all Repent in their election.,1
I ended up with many stitches.,2
"Architecturally, the school has a Catholic character.",3
"First Soldier: Look, sir.",1
"LARTIUS: So, the good horse is mine.",1
So holes are dug and equipment is put in my backyard and then nothing happens for two days.,2
Bear The addition nobly ever!,1
"Titus Lartius, thou Shalt see me once more strike at Tullus' face.",1
"MENENIUS: For that, being one o' the lowest, basest, poorest, Of this most wise rebellion, thou go'st foremost: Thou rascal, that art worst in blood to run, Lead'st first to win some vantage.",1
"Second, and most important, make sure your insurance is going to cover Dr. Goldberg's visits and blood work.",2
"COMINIUS: Who's yonder, That does appear as he were flay'd?",1
They always have the wine that I like and the food is always delicious.,2
He said they would have to do a survey of our land and get a permit from Dormont before they started.,2
Hoofah.,2
CORIOLANUS: And live you yet?,1
"First Senator: Not in this heat, sir, now.",1
"Rather than fool it so, Let the high office and the honour go To one that would do thus.",1
TITUS: COMINIUS: Noble Marcius!,1
I suggest trying the flourless chocolate cake in the front of the store (in the section where you can buy stuff to take home).,2
So apparently the part about how they wouldn't need access to my house changes to they're drilling bolts into my house to secure he deck.,2
Pretty much a lot of butter and some hot sauce (franks red hot maybe).,2
"BRUTUS: I heard him swear, Were he to stand for consul, never would he Appear i' the market-place nor on him put The napless vesture of humility; Nor showing, as the manner is, his wounds To the people, beg their stinking breaths.",1
"VOLUMNIA: These are the ushers of Marcius: before him he carries noise, and behind him he leaves tears: Death, that dark spirit, in 's nervy arm doth lie; Which, being advanced, declines, and then men die.",1
I always love a good diner.,2
"Better it is to die, better to starve, Than crave the hire which first we do deserve.",1
MARCIUS: Were half to half the world by the ears and he.,1
Will definitely be back.,2
"Not a call, not the estimate, nothing.",2
"So, I signed everything.",2
"Potatoes, eggs, sausage, bacon and Italian toast.",2
He's been great over the years and is really all about the big picture.,2
"Seriously, I could have easily made what we had with jarred sauce and boxed pasta at home.",2
"All that food, plus coffee and tip for around ten bucks.",2
"She came back, cut the cake (all crazy with some huge pieces and some super small pieces like she never in her life cut a sheet cake) and we didn't even sing!",2
CORIOLANUS: At Antium lives he?,1
and he does things the correct way.,2
First Citizen: The price is to ask it kindly.,1
Al finally got in touch with me and the conversation was utterly confusing.,2
"Prithee, Virgilia, turn thy solemness out o' door.",1
"The veggies were old and wilted, and there was no dressing on either.",2
"If the wars eat us not up, they will; and there's all the love they bear us.",1
The omelets are really tastey especially with their homemade sausage.,2
They did not acknowledge me. The door I was at had signage (open hours).,2
Third Citizen: How not your own desire?,1
"We each had a Reuben, and my friend had a side of fries.",2
Hurrah!!!,2
"Tutus Aufidius, is he within your walls?",1
"VALERIA: Fie, you confine yourself most unreasonably: come, you must go visit the good lady that lies in.",1
They say poor suitors have strong breaths: they shall know we have strong arms too.,1
"CORIOLANUS: I wish I had a cause to seek him there, To oppose his hatred fully.",1
He runs away after being made to feel an outcast and links up with an elf who dreams of becoming a dentist and an adventurer seeking silver and gold.,1
CORIOLANUS: Bid them wash their faces And keep their teeth clean.,1
"Of all the horses, Whereof we have ta'en good and good store, of all The treasure in this field achieved and city, We render you the tenth, to be ta'en forth, Before the common distribution, at Your only choice.",1
The office can't do anything to help me cover the bill.,2
"I took the tire over to Flynn's and they told me that someone punctured my tire, then tried to patch it.",2
"CORIOLANUS: It is a purposed thing, and grows by plot, To curb the will of the nobility: Suffer't, and live with such as cannot rule Nor ever will be ruled.",1
"Now I have to go thru oral surgery, more pain and suffering and more time missed from work because of Emmert Dental.",2
"AUFIDIUS: Wert thou the Hector That was the whip of your bragg'd progeny, Thou shouldst not scape me here.",1
What are you sewing here?,2
But I have yet to have a decent experience at this store.,2
"When you create a construction project, isn't it just good business to clean it up and make it look nice?",2
I've always thought that the secrets of restaurant success is to actually stock food for people to eat.,2
The story of the reindeer who saves Christmas is beloved among children and adults alike.,2
I will start by saying we have a nice new deck.,2
"Of course its cold, just like the room, I never took my jacket off!",2
"Hopefully, since its for sale, it will reopen as a golf facility again.",2
"We were the only 2 people in the place for lunch, the place was freezing and loaded with kids toys!",2
"If you can stomach the wait (no reservations, naturally), you'll enjoy overflowing plates of goodness, thanks to the well-seasoned griddle where all of the food is made.",2
"Second Citizen: We may, sir, if we will.",1
"MENENIUS: O sir, you are not right: have you not known The worthiest men have done't?",1
Good food.,2
"Citizens: Let's hear our tribune: peace Speak, speak, speak.",1
"First Citizen: He has our voices, sir.",1
"I was upset and contacted the company owner, Dave, by email.",2
"VALERIA: Well, then, farewell.",1
I'll pass on this place if my family decides to go again.,2
"I sin in envying his nobility, And were I any thing but what I am, I would wish me only he.",1
"SICINIUS: Menenius, you are known well enough too.",1
CHAPTER XXIV.,1
I can't pay for my bill because I'm a student and don't have any cash flow at this current time.,2
"I noticed some sort of batting cage, but it looks like those are out of order as well.",2
The best hope is that the owner sells it to someone that actually wants to make money and service golfers in Pittsburgh.,2
"Officious, and not valiant, you have shamed me In your condemned seconds.",1
"Finally, in Spring 2008 an undergraduate journal for political science research, Beyond Politics, made its debut.",3
"So, here comes a brace.",2
"BRUTUS: Come, we'll inform them Of our proceedings here: on the marketplace, I know, they do attend us.",1
"At this point, the meal had been sitting (because it took us forever to flag this guy down again) so the trout was basically cold.",2
If you are searching for a go to fish place for Lent....look no further.,2
"The newspapers have varying publication interests, with The Observer published daily and mainly reporting university and other news, and staffed by students from both Notre Dame and Saint Mary's College.",5
Good place to watch a game.,2
"SICINIUS: Has spoken like a traitor, and shall answer As traitors do.",1
MARCIUS: Those are they That most are willing.,1
I give the service 2/5. The inside of the place had some country charm as you'd expect but want particularly cleanly.,2
I have your alms: adieu.,1
"In March 2014, the Vatican Library began an initial four-year project of digitising its collection of manuscripts, to be made available online.",3
"SICINIUS: Sir, the people Must have their voices; neither will they bate One jot of ceremony.",1
"I would they would forget me, like the virtues Which our divines lose by 'em.",1
Saved his tip by discounting meal after I complained.,2
"COMINIUS: If I should tell thee o'er this thy day's work, Thou'ldst not believe thy deeds: but I'll report it Where senators shall mingle tears with smiles, Where great patricians shall attend and shrug, I' the end admire, where ladies shall be frighted, And, gladly quaked, hear more; where the dull tribunes, That, with the fusty plebeians, hate thine honours, Shall say against their hearts 'We thank the gods Our Rome hath such a soldier.'",1
"Immediately in front of the Main Building and facing it, is a copper statue of Christ with arms upraised with the legend ""Venite Ad Me Omnes"".",0
"I try to keep it as local as possible, so when I heard about a tailor in Carnegie I was intrigued.",2
"He said 'What do you want me to do about it?"""" and said they had a busy night.",2
"They only have Pepsi products, so I had a brewed iced tea, which was very fresh, and she did pop by to ask about refills as often as she could.",2
"There is no oven which I expected as the descriptions all state """"full kitchen"""" so be aware of that.",2
"It was a basic salad, no big deal.",2
"COMINIUS: Though I could wish You were conducted to a gentle bath And balms applied to, you, yet dare I never Deny your asking: take your choice of those That best can aid your action.",1
"Methinks I hear hither your husband's drum, See him pluck Aufidius down by the hair, As children from a bear, the Volsces shunning him: Methinks I see him stamp thus, and call thus: 'Come on, you cowards!",1
"Unfortunately, there are only two reviews. It was my first time at the office.",2
"My food was cold and bland, my kids food was cold.",2
"Second Senator: Noble Aufidius, Take your commission; hie you to your bands: Let us alone to guard Corioli: If they set down before 's, for the remove Bring your army; but, I think, you'll find They've not prepared for us.",1
Officer: He doth appear.,1
It was stunning.,2
"MENENIUS: For 'tis a sore upon us, You cannot tent yourself: be gone, beseech you.",1
"The plates are too small, you food spills over onto some semi-clean tables as you sit in your completely worn out booth seat.",2
"This place is absolute garbage... Half of the tees are not available, including all the grass tees.",2
"MENENIUS: One i' the neck, and two i' the thigh,--there's nine that I know.",1
Next to the Main Building is the Basilica of the Sacred Heart.,0
"It is a replica of the grotto at Lourdes, France where the Virgin Mary reputedly appeared to Saint Bernadette Soubirous in 1858.",0
"The belly answer'd-- First Citizen: Well, sir, what answer made the belly?",1
What Chinese restaurant does not have hot tea available upon request? Over all.... my first and last visit to this place.,2
It was one thing after another with our server.,2
COMINIUS: You have fought together.,1
"Let deeds express What's like to be their words: 'we did request it; We are the greater poll, and in true fear They gave us our demands.'",1
"Oh, they are cash only also. Bottom line, this place sucks.",2
"If you see this in the map of my microcosm, follows it that I am known well enough too?",1
"Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University.",3
"Second Officer: He hath deserved worthily of his country: and his ascent is not by such easy degrees as those who, having been supple and courteous to the people, bonneted, without any further deed to have them at an into their estimation and report: but he hath so planted his honours in their eyes, and his actions in their hearts, that for their tongues to be silent, and not confess so much, were a kind of ingrateful injury; to report otherwise, were a malice, that, giving itself the lie, would pluck reproof and rebuke from every ear that heard it.",1
"MARCIUS: Then shall we hear their 'larum, and they ours.",1
"'Peace, peace, peace!'",1
or had you tongues to cry Against the rectorship of judgment?,1
This is a regular go-to for me.,2
Far away from real Chinese food.,2
How does your little son?,2
"Third Citizen: He said he had wounds, which he could show in private; And with his hat, thus waving it in scorn, 'I would be consul,' says he: 'aged custom, But by your voices, will not so permit me; Your voices therefore.'",1
"I've lived in Pittsburgh for 6 years, and in Carnegie for over 2 years, and by far, this is the best greasy spoon joint I've found.",2
"First Citizen: We cannot, sir, we are undone already.",1
"Italian dinners, American, endless soup and salad bar is great.",2
"Barb's breakfasts cannot be beat, but truly any meal you get there you won't regret.",2
"Neither paper is published as often as The Observer; however, all three are distributed to all students.",3
SICINIUS: This deserves death.,1
"BRUTUS: By the consent of all, we were establish'd The people's magistrates.",1
BRUTUS: With a proud heart he wore his humble weeds.,1
Great bar.,2
"Also, they make the best pizza in town HANDS DOWN.",2
"MENENIUS: What, what?",1
I've been to this office a good amount of times.,2
"All: We know't, we know't.",1
You will not be able to finish this sandwich in one seating. Enjoy....,2
"This is the way to kindle, not to quench.",2
"On whom depending, their obedience fails To the greater bench: in a rebellion, When what's not meet, but what must be, was law, Then were they chosen: in a better hour, Let what is meet be said it must be meet, And throw their power i' the dust.",1
Ridiculous.,2
I expect and want a full refund.,2
"So, I reluctantly agreed.",2
If you want them you have to request them at the desk during check in.,2
"I tell thee, daughter, I sprang not more in joy at first hearing he was a man-child than now in first seeing he had proved himself a man.",1
Very overpriced for the quality and service.,2
"He was a true salesman, I'll tell you that.",2
Our fish was served to us again with little pieces of spinach and mushrooms sticking all over it.,2
"VIRGILIA: A crack, madam.",1
none of you but is Able to bear against the great Aufidius A shield as hard as his.,1
I have never been so uncomfortable in my life.,2
"CORIOLANUS: It is apart That I shall blush in acting, and might well Be taken from the people.",1
Sullivan's Pour House from 1995-2002.,2
Your virtue is To make him worthy whose offence subdues him And curse that justice did it.,1
whose rage doth rend Like interrupted waters and o'erbear What they are used to bear.,1
Once we got through that process I waited over 2 hours for them to be put on...,2
"Oh, and a side of toast.",2
"CORIOLANUS: I do beseech you, Let me o'erleap that custom, for I cannot Put on the gown, stand naked and entreat them, For my wounds' sake, to give their suffrage: please you That I may pass this doing.",1
"Yet, though she could not have spoken aloud all she meant, she was perfectly honest with herself.",1
"Likewise, in 2003, when other students believed that the paper showed a liberal bias, the conservative paper Irish Rover went into production.",4
CORIOLANUS: On fair ground I could beat forty of them.,1
Thank you Gab 'n' Eat!,2
"BRUTUS: Let them go on; This mutiny were better put in hazard, Than stay, past doubt, for greater: If, as his nature is, he fall in rage With their refusal, both observe and answer The vantage of his anger.",1
LARTIUS: O noble fellow!,1
I give the interior 2/5. The prices were decent.,2
"There was no one filling up water. My biggest complaint, however, is what happened with our meals.",2
There are better restaurants in Carnegie.,2
"""""Pittsburgh Dad"""" would love this place n'at!",2
"MENENIUS: The senate, Coriolanus, are well pleased To make thee consul.",1
Second Patrician: I would they were abed!,1
"MARCIUS: I thank you, general; But cannot make my heart consent to take A bribe to pay my sword: I do refuse it; And stand upon my common part with those That have beheld the doing.",1
"The """"Wet Cajun"""" are by the best & most popular.",2
I would not go back.,2
This was supposed to be a new tire.,2
"Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University.",3
While I was waiting on my food (which took much longer than usual) the inspector was pointing out violations.,2
"Both: Well, sir.",1
BRUTUS: So it must fall out To him or our authorities.,1
I got the physical done.,2
"Herald: Give way there, and go on!",1
"Budapest For many centuries, Budapest was two cities, with Buda on the west side of the river Danube and Pest on the east side.",2
"Yet camest thou to a morsel of this feast, Having fully dined before.",2
"Apparently, we were out of luck.",2
Makes it a good tool to figure out how far you actually are hitting the ball.,2
"But neither cashier was anywhere near those controls, and the manager was the one serving food to customers and clearing the boards. The manager was rude when giving me my order.",2
"First Citizen: No,'tis his kind of speech: he did not mock us.",1
"I bought a three month membership last year, mainly to attend the Silver Sneakers classes.",2
"Third Citizen: You must think, if we give you any thing, we hope to gain by you.",1
"Were I as patient as the midnight sleep, By Jove, 'twould be my mind!",1
"The first answer he came back with was that the chicken came in a pre-portioned prepared bag, kind of Kentucky Fried Chicken style...which didn't answer my question, thus prompting the second trip.",2
"Fellow Motown star Walter ""Clyde"" Orange of the Commodores, who also performed in the special 26 years ago, said he asked for Jackson's autograph at the time, but Jackson gave him the glove instead.",2
"MARCIUS: Sir, praise me not; My work hath yet not warm'd me: fare you well: The blood I drop is rather physical Than dangerous to me: to Aufidius thus I will appear, and fight.",1
"THE INTERRUPTED MASS The morning of that Wednesday of Corpus Christi, fateful to all concerned in this chronicle, dawned misty and grey, and the air was chilled by the wind that blew from the sea.",1
"SICINIUS: Besides, if things go well, Opinion that so sticks on Marcius shall Of his demerits rob Cominius.",1
The rest of my items were just as perfect.,2
"You are plebeians, If they be senators: and they are no less, When, both your voices blended, the great'st taste Most palates theirs.",1
SICINIUS: Have you Ere now denied the asker?,1
It seems that his staff simply never answers the phone.,2
"Bold gentleman, Prosperity be thy page!",1
Waiter disappeared for 45 minutes to serve larger group due to staffing mismanagement.,2
"Ambiance, like I said, left much to be desired.",2
"SICINIUS: How now, my masters!",1
Why not be an upstanding company that consumers can trust?,2
30 minutes to get a glass of wine.,2
