ID	Sentence
1200	I could feel at home here.\n\nYou definitely want to hit Mapquest or plug in your GPS though.
1201	Thus we debase The nature of our seats and make the rabble Call our cares fears; which will in time Break ope the locks o' the senate and bring in The crows to peck the eagles.
1202	Classico is better.
1203	I called and of course the receptionist was sassy and rude so I gave up.
1204	Meeting two such wealsmen as you are--I cannot call you Lycurguses--if the drink you give me touch my palate adversely, I make a crooked face at it.
1205	I've decided where I stand with Emmert Dental.
1206	\n\nWe walked in the front door, and entered another world.
1207	It was made with a very delicious crust, nice and crisp, not soggy (like pesto pizza can get)\n\nThe one waitress we had JASMINE, was fantastic!
1208	Either way, I can't wait to get my game on in the spring!
1209	I don't know what Dr. Goldberg was like before  moving to Arizona, but let me tell you, STAY AWAY from this doctor and this office.
1210	But make you ready your stiff bats and clubs: Rome and her rats are at the point of battle; The one side must have bale.
1211	MARCIUS: May these same instruments, which you profane, Never sound more!
1212	Which way do you judge my wit would fly?
1213	BTW they opened for the season this week although it has been golfing weather for a month.
1214	First Citizen: I twice five hundred and their friends to piece 'em.
1215	Although the first impression through the door is charming and the aroma enticing  as you enter this restaurant- much can be improved upon for the prices asked for the dining experience.
1216	I live in the South section of Pittsburgh, and I find that this gym is not too far from me.
1217	I have run into this problem with many other doctors and I just don't get it.
1218	How many stand for consulships?
1219	It's incomprehensible and not work the aggravation.
1220	\n\nI was greeted by a large open (garage style) window, that opened the whole lounge bar area to the street.
1221	Yes, yes, yes; the senate has letters from the general, wherein he gives my son the whole name of the war: he hath in this action outdone his former deeds doubly  VALERIA: In troth, there's wondrous things spoke of him.
1222	CORIOLANUS:  VOLUMNIA: I have lived To see inherited my very wishes And the buildings of my fancy: only There's one thing wanting, which I doubt not but Our Rome will cast upon thee.
1223	SICINIUS: Stop, Or all will fall in broil.
1224	The Gab and Eat is famous and infamous.
1225	It has 75,000 codices from throughout history, as well as 1.1 million printed books, which include some 8,500 incunabula.
1226	SICINIUS: You are at point to lose your liberties: Marcius would have all from you; Marcius, Whom late you have named for consul.
1227	I give the prices 3/5.\n\nSo in summary, you can get okay food here for a rather cheap price but it is not a great place to dine in by any means.
1228	There are always children's toys scattered about the floor because the owners children are always there, so be careful not to trip.
1229	If a man there was among the soldiery at Roccaleone with whom he deemed that he had an account to settle, that man was Aventano.
1230	Now, Mars, I prithee, make us quick in work, That we with smoking swords may march from hence, To help our fielded friends!
1231	First of all the pizza wasn't even cut through, and the sad attempt at cutting was so uneven that 4 of the slices were about an inch wide, while the others were about 4\"" each.
1232	Whiles we have struck, By interims and conveying gusts we have heard The charges of our friends.
1233	We had two different people come to our house to give us estimates for a deck (one of them the OWNER).
1234	SICINIUS: Was ever man so proud as is this Marcius?
1235	You, tribunes To the people!
1236	BRUTUS: Get you hence instantly, and tell those friends, They have chose a consul that will from them take Their liberties; make them of no more voice Than dogs that are as often beat for barking As therefore kept to do so.
1237	We adjust our vacations to make sure that we stop in to her office in Pennsylvania at least once a year for cleaning and check ups, worth the drive from Florida.
1238	Frustrating situation!
1239	The toppings were scarce, they used mini pepperoni and put maybe 8 on the whole pizza.
1240	The first time we were there almost 3 hours.
1241	Visitors like to take boat rides along the Danube.
1242	that it was no better than picture-like to hang by the wall, if renown made it not stir, was pleased to let him seek danger where he was like to find fame.
1243	All: Speak, speak.
1244	Begun as a one-page journal in September 1876, the Scholastic magazine is issued twice monthly and claims to be the oldest continuous collegiate publication in the United States.
1245	One member of our party walked up to the bar to let them know we were sitting on the couches along the wall, as it was fairly busy that night.
1246	LARTIUS: I shall, my lord.
1247	CORIOLANUS: Saw you Aufidius?
1248	I was in my early sixties and hadn't exercised in a while.
1249	BRUTUS: Or let us stand to our authority, Or let us lose it.
1250	I refused to go back to Emmert Dental.
1251	SICINIUS: Where is this viper That would depopulate the city and Be every man himself?
1252	SICINIUS: Let's hence, and hear How the dispatch is made, and in what fashion, More than his singularity, he goes Upon this present action.
1253	He recommended to me that I get a physical, and he knew I was a student because I told him.
1254	Lots of it and dirt cheap.
1255	CORIOLANUS: I would they were barbarians--as they are, Though in Rome litter'd--not Romans--as they are not, Though calved i' the porch o' the Capitol--  MENENIUS: Be gone; Put not your worthy rage into your tongue; One time will owe another.
1256	CHAPTER VII.
1257	MENENIUS: That's off, that's off; I would you rather had been silent.
1258	I've had better, believe me.
1259	VIRGILIA: Indeed, no, by your patience; I'll not over the threshold till my lord return from the wars.
1260	Location is in a business park area so it is quiet.
1261	First Soldier: Fool-hardiness; not I.
1262	Gab and Eat was just what we were looking for on a Saturday morning.
1263	but it was oily.
1264	I won't go back.
1265	I would I were a Roman; for I cannot, Being a Volsce, be that I am.
1266	The Vatican Library is open to anyone who can document their qualifications and research needs.
1267	!
1268	All: Caius Marcius Coriolanus!
1269	This was my speech, and I will speak't again--  MENENIUS: Not now, not now.
1270	Gonzaga had presented himself to Valentina with the plausible tale that, as the events of which Fanfulla's letter had given them knowledge might lead Gian Maria at any moment to desperate measures, it might be well that he should reinforce the single man-at-arms patrolling the walls.
1271	My pesto pasta had no flavor (did not taste like a cream sauce to me) & the pesto was so runny/watery & way too much sauce not enough noodles.
1272	LARTIUS: Hence, and shut your gates upon's.
1273	\n\nBut before you think we had an unusal experience that was all due to a poor server, let me continue.
1274	The only good point was that it was cheap, and deservingly so.
1275	The bar is very nice is well.
1276	MARCIUS: 'Tis done.
1277	They also had great coffee.
1278	When we informed our server of the mistake, he didn't really believe us until he checked his order sheet, and then he blamed the error on the chef.
1279	The mats look like the carpet at my 107 year old aunt Irene's house.
1280	MENENIUS: Down with that sword!
1281	SICINIUS: Go, call the people: in whose name myself Attach thee as a traitorous innovator, A foe to the public weal: obey, I charge thee, And follow to thine answer.
1282	You soothed not, therefore hurt not: but your people, I love them as they weigh.
1283	All: The gods assist you!
1284	I had to hound them to get an answer about my bill.
1285	O Jupiter, no blood!
1286	Besides, beyond this thing she regarded as a sacred obligation thrust upon her, was the need of a helper, of a friend, of a champion in this critical time.
1287	SICINIUS: Why, so he did, I am sure.
1288	!
1289	Having certain businesses with skill sets in your local neighborhood is important.
1290	My insurance covers 100% of extractions.
1291	COMINIUS: Hath he not pass'd the noble and the common?
1292	VOLUMNIA: Let her alone, lady: as she is now, she will but disease our better mirth.
1293	The pancakes were really good and fluffy, the home fries were simply okay and the eggs were not cooked well.
1294	I'm not looking for a handout, but our experience was just plain awful that night.
1295	The free wifi is usually fast.
1296	By yond clouds, Let me deserve so ill as you, and make me Your fellow tribune.
1297	But, I beseech you, What says the other troop?
1298	All: Against him first: he's a very dog to the commonalty.
1299	First Senator:  MARCIUS: Nay, let them follow: The Volsces have much corn; take these rats thither To gnaw their garners.
1300	I swear the full mixed grill had two pounds of food.
1301	They are unprofessional, rude and have no clue what they're doing (behind the desk).
1302	Next to the Main Building is the Basilica of the Sacred Heart.
1303	MENENIUS: Sir, I shall tell you.
1304	My son had a burger and it was good.
1305	God save thee, noble consul!
1306	Round and round Bells he walked, plainly weakening all the time in his determination not to take one of Jane's favorite racers.
1307	Again it took a long time to get our food.
1308	They didn't remake anything.
1309	And after a visit to a very reputable dentist, an endodontist and an oral surgeon, I have to have oral surgery to try and repair the damage Emmert Dental has done to my mouth.
1310	And I hate wasting food!!
1311	Mend and charge home, Or, by the fires of heaven, I'll leave the foe And make my wars on you: look to't: come on; If you'll stand fast, we'll beat them to their wives, As they us to our trenches followed.
1312	COMINIUS: As I guess, Marcius, Their bands i' the vaward are the Antiates, Of their best trust; o'er them Aufidius, Their very heart of hope.
1313	\n\nFrom the minute we were seated, we were greeted by a server that was clearly inexperienced and didn't know the menu.
1314	SICINIUS: 'Tis right.
1315	Unfortunately my family decided to go here again tonight.
1316	Plus the prices are expensive for the amount of food you get & of course the poor quality.
1317	Quite frankly, the fish wasn't good at all.
1318	As at most other universities, Notre Dame's students run a number of news media outlets.
1319	Are you kidding???
1320	Senators, &C: Weapons, weapons, weapons!
1321	And by the way, that item is on the menu as a regular item so whether or not the mistake was made by the server (which, we are sure it was) or the chef, who knows for certain.
1322	SICINIUS: What is the city but the people?
1323	If these shows be not outward, which of you But is four Volsces?
1324	COMINIUS: 'Tis not a mile; briefly we heard their drums: How couldst thou in a mile confound an hour, And bring thy news so late?
1325	SICINIUS: May they perceive's intent!
1326	The Vatican Secret Archives were separated from the library at the beginning of the 17th century; they contain another 150,000 items.
1327	It made no sense, how could we order when the waitress wasn't coming to the table?
1328	Perhaps I should go back to the racially biased service of Steak n Shake instead!
1329	In short, unless you like your dinner with a side of disappointment and depression, I'd probably avoid this place like the plague.
1330	COMINIUS: Help Marcius, help, You that be noble; help him, young and old!
1331	Since they don\""t make appointments,  the wait to get the tire looked at was ~2 hours.
1332	We used a coupon from the paper for a 2 topping 8 cut Sicilian.
1333	Very family friendly!
1334	I am out of breath; Confusion's near; I cannot speak.
1335	Lay hands upon him, And bear him to the rock.
1336	MENENIUS: Pray you, be gone: I'll try whether my old wit be in request With those that have but little: this must be patch'd With cloth of any colour.
1337	MENENIUS: Nay, these are almost thoroughly persuaded; For though abundantly they lack discretion, Yet are they passing cowardly.
1338	Come, blow thy blast.
1339	With 3.5 million people it is now the biggest city in California and the second largest city in the United States.
1340	They have lots of weights (which my boyfriend uses) and a decent cardio room.
1341	Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University.
1342	Architecturally, the school has a Catholic character.
1343	MENENIUS: Go, get you to your house; be gone, away!
1344	It took us forever to find but well worth it.
1345	And if you have an issue with their billing practices, don't expect to that resolved easily.
1346	What, art thou stiff?
1347	MARCIUS: They fear us not, but issue forth their city.
1348	CORIOLANUS: Most sweet voices!
1349	He told us before we ordered that they had no \""pies\"".
1350	MENENIUS: Note me this, good friend; Your most grave belly was deliberate, Not rash like his accusers, and thus answer'd: 'True is it, my incorporate friends,' quoth he, 'That I receive the general food at first, Which you do live upon; and fit it is, Because I am the store-house and the shop Of the whole body: but, if you do remember, I send it through the rivers of your blood, Even to the court, the heart, to the seat o' the brain; And, through the cranks and offices of man, The strongest nerves and small inferior veins From me receive that natural competency Whereby they live: and though that all at once, You, my good friends,'--this says the belly, mark me,--  First Citizen: Ay, sir; well, well.
1351	My husband's pasta had even less flavor than mine.
1352	I didn't feel welcome here.
1353	Another time, and another place.
1354	Barb's Country Junction gets a 5 star rating for me because it is truly everything that a Pittsburgh restaurant should be.
1355	BRUTUS: He has no equal.
1356	She missed 2 people on that side of the table failed to take their order and when we said something she said 'well they didn't speak up!'
1357	AUFIDIUS: I am attended at the cypress grove: I pray you-- 'Tis south the city mills--bring me word thither How the world goes, that to the pace of it I may spur on my journey.
1358	MARCIUS: Here: what's the matter?
1359	In the story, Santa's reindeer Donner and his wife have a son, Rudolph, who has the distinction of a nose that glows.
1360	SICINIUS: Sir, how comes't that you Have holp to make this rescue?
1361	O' my troth, I looked upon him o' Wednesday half an hour together: has such a confirmed countenance.
1362	COMINIUS: Breathe you, my friends: well fought; we are come off Like Romans, neither foolish in our stands, Nor cowardly in retire: believe me, sirs, We shall be charged again.
1363	They choose their magistrate, And such a one as he, who puts his 'shall,' His popular 'shall' against a graver bench Than ever frown in Greece.
1364	\n\nGet it together, Murphy's ... er, I mean Sullivan's....er, I mean Paddy's or is it Riley's?
1365	LARTIUS: Marcius, his name?
1366	\n\nThe bar was jumping when I picked up our order.\n\nThe white pizza is so delicious...with garlic, spinach, feta, and added some veggies.
1367	Dr. Weinberg herself is very nice, but I doubt her ability.
1368	The \""steak\"" (if you an call it that) was greyish instead of brown and looked like it was a processed meat chopped into pieces.
1369	He pulled on my tooth, used a metal instrument to pound on my tooth and was pulling so hard that my head was coming up and slamming back down against the head rest.
1370	The nine student-run outlets include three newspapers, both a radio and television station, and several magazines and journals.
1371	Please you to march; And four shall quickly draw out my command, Which men are best inclined.
1372	In my mind, I imagine a tailor to be older, kind of like my grandfather maybe with measuring tape around his neck (Textbook movie tailor), so I was a bit trepidatious about dropping off my clothing.
1373	No more smoking allowed.
1374	First Citizen: I the great toe!
1375	COMINIUS: On, to the Capitol!
1376	You are ambitious for poor knaves' caps and legs: you wear out a good wholesome forenoon in hearing a cause between an orange wife and a fosset-seller; and then rejourn the controversy of three pence to a second day of audience.
1377	First Soldier: Will not you go?
1378	Slow, over priced, I'll go elsewhere next time.
1379	After a morning of Thrift Store hunting, a friend and I were thinking of lunch, and he suggested Emil's after he'd seen Chris Sebak do a bit on it and had tried it a time or two before, and I had not.
1380	The Vatican Apostolic Library (), more commonly called the Vatican Library or simply the Vat, is the library of the Holy See, located in Vatican City.
1381	So, 2 weeks later, I went in for the extraction.
1382	The entire range appears to be turf, which may or many not help your game, but it looks really nice.
1383	Therefore, be it known, As to us, to all the world, that Caius Marcius Wears this war's garland: in token of the which, My noble steed, known to the camp, I give him, With all his trim belonging; and from this time, For what he did before Corioli, call him, With all the applause and clamour of the host, CAIUS MARCIUS CORIOLANUS!
1384	He must have not understood me because he just kept talking in circles.
1385	First Senator: No more words, we beseech you.
1386	She didn't make sure that I had everything ON MY RECEIPT, and never even had the decency to apologize that I felt I was getting poor service.\nI've eaten at various McDonalds restaurants for over 30 years.
1387	A fine spot, in good faith.
1388	VALERIA: Indeed, la, 'tis a noble child.
1389	What a mistake.
1390	Everyone is friendly and has obviously been working there for a while.
1391	VIRGILIA: No, good madam; I will not out of doors.
1392	Wing sauce is like water.
1393	They had been taken home by a production company employee and given to her children after filming was completed.
1394	I got 'new' tires from them and within two weeks got a flat.
1395	You talk of pride: O that you could turn your eyes toward the napes of your necks, and make but an interior survey of your good selves!
1396	I can't say your worships have delivered the matter well, when I find the ass in compound with the major part of your syllables: and though I must be content to bear with those that say you are reverend grave men, yet they lie deadly that tell you you have good faces.
1397	Immediately behind the basilica is the Grotto, a Marian place of prayer and reflection.
1398	LARTIUS: My horse to yours, no.
1399	BRUTUS: Enough, with over-measure.
1400	And so, his face drawn and his body quivering with the excitement of what he was about to do, Gonzaga had repaired to the ramparts so soon as he had seen them all safely into chapel.
1401	A steak went past for the table behind us.
1402	VOLUMNIA: I pray you, daughter, sing; or express yourself in a more comfortable sort: if my son were my husband, I should freelier rejoice in that absence wherein he won honour than in the embracements of his bed where he would show most love.
1403	All: We will so: almost all Repent in their election.
1404	I ended up with many stitches.
1405	Architecturally, the school has a Catholic character.
1406	First Soldier: Look, sir.
1407	LARTIUS: So, the good horse is mine.
1408	So holes are dug and equipment is put in my backyard and then nothing happens for two days.
1409	Bear The addition nobly ever!
1410	Titus Lartius, thou Shalt see me once more strike at Tullus' face.
1411	MENENIUS: For that, being one o' the lowest, basest, poorest, Of this most wise rebellion, thou go'st foremost: Thou rascal, that art worst in blood to run, Lead'st first to win some vantage.
1412	\n\nSecond, and most important, make sure your insurance is going to cover Dr. Goldberg's visits and blood work.
1413	COMINIUS: Who's yonder, That does appear as he were flay'd?
1414	They always have the wine that I like and the food is always delicious.
1415	He said they would have to do a survey of our land and get a permit from Dormont before they started.
1416	Hoofah.
1417	CORIOLANUS: And live you yet?
1418	First Senator: Not in this heat, sir, now.
1419	Rather than fool it so, Let the high office and the honour go To one that would do thus.
1420	TITUS:  COMINIUS: Noble Marcius!
1421	I suggest trying the flourless chocolate cake in the front of the store (in the section where you can buy stuff to take home).
1422	So apparently the part about how they wouldn't need access to my house changes to they're drilling bolts into my house to secure he deck.
1423	Pretty much a lot of butter and some hot sauce (franks red hot maybe).
1424	BRUTUS: I heard him swear, Were he to stand for consul, never would he Appear i' the market-place nor on him put The napless vesture of humility; Nor showing, as the manner is, his wounds To the people, beg their stinking breaths.
1425	VOLUMNIA: These are the ushers of Marcius: before him he carries noise, and behind him he leaves tears: Death, that dark spirit, in 's nervy arm doth lie; Which, being advanced, declines, and then men die.
1426	I always love a good diner.
1427	Better it is to die, better to starve, Than crave the hire which first we do deserve.
1428	MARCIUS: Were half to half the world by the ears and he.
1429	Will definitely be back.
1430	Not a call, not the estimate, nothing.
1431	So, I signed everything.
1432	Potatoes, eggs, sausage, bacon and Italian toast.
1433	He's been great over the years and is really all about the big picture.
1434	Seriously, I could have easily made what we had with jarred sauce and boxed pasta at home.
1435	All that food, plus coffee and tip for around ten bucks.
1436	She came back, cut the cake (all crazy with some huge pieces and some super small pieces like she never in her life cut a sheet cake) and we didn't even sing!
1437	CORIOLANUS: At Antium lives he?
1438	and he does things the correct way.
1439	First Citizen: The price is to ask it kindly.
1440	Al finally got in touch with me and the conversation was utterly confusing.
1441	Prithee, Virgilia, turn thy solemness out o' door.
1442	The veggies were old and wilted, and there was no dressing on either.
1443	If the wars eat us not up, they will; and there's all the love they bear us.
1444	The omelets are really tastey especially with their homemade sausage.
1445	They did not acknowledge me.\n\nThe door I was at had signage (open hours).
1446	Third Citizen: How not your own desire?
1447	\n\nWe each had a Reuben, and my friend had a side of fries.
1448	Hurrah!!!
1449	Tutus Aufidius, is he within your walls?
1450	VALERIA: Fie, you confine yourself most unreasonably: come, you must go visit the good lady that lies in.
1451	They say poor suitors have strong breaths: they shall know we have strong arms too.
1452	CORIOLANUS: I wish I had a cause to seek him there, To oppose his hatred fully.
1453	He runs away after being made to feel an outcast and links up with an elf who dreams of becoming a dentist and an adventurer seeking silver and gold.
1454	CORIOLANUS: Bid them wash their faces And keep their teeth clean.
1455	Of all the horses, Whereof we have ta'en good and good store, of all The treasure in this field achieved and city, We render you the tenth, to be ta'en forth, Before the common distribution, at Your only choice.
1456	The office can't do anything to help me cover the bill.
1457	\nI took the tire over to Flynn's and they told me that someone punctured my tire, then tried to patch it.
1458	CORIOLANUS: It is a purposed thing, and grows by plot, To curb the will of the nobility: Suffer't, and live with such as cannot rule Nor ever will be ruled.
1459	Now I have to go thru oral surgery, more pain and suffering and more time missed from work because of Emmert Dental.
1460	AUFIDIUS: Wert thou the Hector That was the whip of your bragg'd progeny, Thou shouldst not scape me here.
1461	What are you sewing here?
1462	But I have yet to have a decent experience at this store.
1463	When you create a construction project, isn't it just good business to clean it up and make it look nice?
1464	I've always thought that the secrets of restaurant success is to actually stock food for people to eat.
1465	The story of the reindeer who saves Christmas is beloved among children and adults alike.
1466	I will start by saying we have a nice new deck.
1467	Of course its cold, just like the room, I never took my jacket off!
1468	Hopefully, since its for sale, it will reopen as a golf facility again.
1469	We were the only 2 people in the place for lunch, the place was freezing and loaded with kids toys!
1470	If you can stomach the wait (no reservations, naturally), you'll enjoy overflowing plates of goodness, thanks to the well-seasoned griddle where all of the food is made.
1471	Second Citizen: We may, sir, if we will.
1472	MENENIUS: O sir, you are not right: have you not known The worthiest men have done't?
1473	Good food.
1474	Citizens: Let's hear our tribune: peace Speak, speak, speak.
1475	First Citizen: He has our voices, sir.
1476	\n\nI was upset and contacted the company owner, Dave, by email.
1477	VALERIA: Well, then, farewell.
1478	I'll pass on this place if my family decides to go again.
1479	I sin in envying his nobility, And were I any thing but what I am, I would wish me only he.
1480	SICINIUS: Menenius, you are known well enough too.
1481	CHAPTER XXIV.
1482	I can't pay for my bill because I'm a student and don't have any cash flow at this current time.
1483	I noticed some sort of batting cage, but it looks like those are out of order as well.
1484	The best hope is that the owner sells it to someone that actually wants to make money and service golfers in Pittsburgh.
1485	Officious, and not valiant, you have shamed me In your condemned seconds.
1486	Finally, in Spring 2008 an undergraduate journal for political science research, Beyond Politics, made its debut.
1487	So, here comes a brace.
1488	BRUTUS: Come, we'll inform them Of our proceedings here: on the marketplace, I know, they do attend us.
1489	At this point, the meal had been sitting (because it took us forever to flag this guy down again) so the trout was basically cold.
1490	If you are searching for a go to fish place for Lent....look no further.
1491	The newspapers have varying publication interests, with The Observer published daily and mainly reporting university and other news, and staffed by students from both Notre Dame and Saint Mary's College.
1492	Good place to watch a game.
1493	SICINIUS: Has spoken like a traitor, and shall answer As traitors do.
1494	MARCIUS: Those are they That most are willing.
1495	I give the service 2/5.\n\nThe inside of the place had some country charm as you'd expect but want particularly cleanly.
1496	I have your alms: adieu.
1497	In March 2014, the Vatican Library began an initial four-year project of digitising its collection of manuscripts, to be made available online.
1498	SICINIUS: Sir, the people Must have their voices; neither will they bate One jot of ceremony.
1499	I would they would forget me, like the virtues Which our divines lose by 'em.
1500	Saved his tip by discounting meal after I complained.
1501	COMINIUS: If I should tell thee o'er this thy day's work, Thou'ldst not believe thy deeds: but I'll report it Where senators shall mingle tears with smiles, Where great patricians shall attend and shrug, I' the end admire, where ladies shall be frighted, And, gladly quaked, hear more; where the dull tribunes, That, with the fusty plebeians, hate thine honours, Shall say against their hearts 'We thank the gods Our Rome hath such a soldier.'
1502	Immediately in front of the Main Building and facing it, is a copper statue of Christ with arms upraised with the legend "Venite Ad Me Omnes".
1503	I try to keep it as local as possible, so when I heard about a tailor in Carnegie I was intrigued.
1504	He said 'What do you want me to do about it?\"" and said they had a busy night.
1505	\n\nThey only have Pepsi products, so I had a brewed iced tea, which was very fresh, and she did pop by to ask about refills as often as she could.
1506	There is no oven which I expected as the descriptions all state \""full kitchen\"" so be aware of that.
1507	It was a basic salad, no big deal.
1508	COMINIUS: Though I could wish You were conducted to a gentle bath And balms applied to, you, yet dare I never Deny your asking: take your choice of those That best can aid your action.
1509	Methinks I hear hither your husband's drum, See him pluck Aufidius down by the hair, As children from a bear, the Volsces shunning him: Methinks I see him stamp thus, and call thus: 'Come on, you cowards!
1510	Unfortunately, there are only two reviews.\n\nIt was my first time at the office.
1511	My food was cold and bland, my kids food was cold.
1512	Second Senator: Noble Aufidius, Take your commission; hie you to your bands: Let us alone to guard Corioli: If they set down before 's, for the remove Bring your army; but, I think, you'll find They've not prepared for us.
1513	Officer: He doth appear.
1514	It was stunning.
1515	MENENIUS: For 'tis a sore upon us, You cannot tent yourself: be gone, beseech you.
1516	The plates are too small, you food spills over onto some semi-clean tables as you sit in your completely worn out booth seat.
1517	This place is absolute garbage...  Half of the tees are not available, including all the grass tees.
1518	MENENIUS: One i' the neck, and two i' the thigh,--there's nine that I know.
1519	Next to the Main Building is the Basilica of the Sacred Heart.
1520	It is a replica of the grotto at Lourdes, France where the Virgin Mary reputedly appeared to Saint Bernadette Soubirous in 1858.
1521	The belly answer'd--  First Citizen: Well, sir, what answer made the belly?
1522	What Chinese restaurant does not have hot tea available upon request?\n\nOver all.... my first and last visit to this place.
1523	It was one thing after another with our server.
1524	COMINIUS: You have fought together.
1525	Let deeds express What's like to be their words: 'we did request it; We are the greater poll, and in true fear They gave us our demands.'
1526	Oh, they are cash only also.\n\nBottom line, this place sucks.
1527	If you see this in the map of my microcosm, follows it that I am known well enough too?
1528	Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University.
1529	Second Officer: He hath deserved worthily of his country: and his ascent is not by such easy degrees as those who, having been supple and courteous to the people, bonneted, without any further deed to have them at an into their estimation and report: but he hath so planted his honours in their eyes, and his actions in their hearts, that for their tongues to be silent, and not confess so much, were a kind of ingrateful injury; to report otherwise, were a malice, that, giving itself the lie, would pluck reproof and rebuke from every ear that heard it.
1530	MARCIUS: Then shall we hear their 'larum, and they ours.
1531	'Peace, peace, peace!'
1532	or had you tongues to cry Against the rectorship of judgment?
1533	This is a regular go-to for me.
1534	Far away from real Chinese food.
1535	How does your little son?
1536	Third Citizen: He said he had wounds, which he could show in private; And with his hat, thus waving it in scorn, 'I would be consul,' says he: 'aged custom, But by your voices, will not so permit me; Your voices therefore.'
1537	I've lived in Pittsburgh for 6 years, and in Carnegie for over 2 years, and by far, this is the best greasy spoon joint I've found.
1538	First Citizen: We cannot, sir, we are undone already.
1539	Italian dinners, American, endless soup and salad bar is great.
1540	\n\nBarb's breakfasts cannot be beat, but truly any meal you get there you won't regret.
1541	Neither paper is published as often as The Observer; however, all three are distributed to all students.
1542	SICINIUS: This deserves death.
1543	BRUTUS: By the consent of all, we were establish'd The people's magistrates.
1544	BRUTUS: With a proud heart he wore his humble weeds.
1545	Great bar.
1546	Also, they make the best pizza in town HANDS DOWN.
1547	MENENIUS: What, what?
1548	I've been to this office a good amount of times.
1549	All: We know't, we know't.
1550	You will not be able to finish this sandwich in one seating.\nEnjoy....
1551	This is the way to kindle, not to quench.
1552	On whom depending, their obedience fails To the greater bench: in a rebellion, When what's not meet, but what must be, was law, Then were they chosen: in a better hour, Let what is meet be said it must be meet, And throw their power i' the dust.
1553	Ridiculous.
1554	I expect and want a full refund.
1555	So, I reluctantly agreed.
1556	If you want them you have to request them at the desk during check in.
1557	I tell thee, daughter, I sprang not more in joy at first hearing he was a man-child than now in first seeing he had proved himself a man.
1558	Very overpriced for the quality and service.
1559	He was a true salesman, I'll tell you that.
1560	Our fish was served to us again with little pieces of spinach and mushrooms sticking all over it.
1561	VIRGILIA: A crack, madam.
1562	none of you but is Able to bear against the great Aufidius A shield as hard as his.
1563	I have never been so uncomfortable in my life.
1564	CORIOLANUS: It is apart That I shall blush in acting, and might well Be taken from the people.
1565	Sullivan's Pour House from 1995-2002.
1566	Your virtue is To make him worthy whose offence subdues him And curse that justice did it.
1567	whose rage doth rend Like interrupted waters and o'erbear What they are used to bear.
1568	Once we got through that process I waited over 2 hours for them to be put on...
1569	Oh, and a side of toast.
1570	CORIOLANUS: I do beseech you, Let me o'erleap that custom, for I cannot Put on the gown, stand naked and entreat them, For my wounds' sake, to give their suffrage: please you That I may pass this doing.
1571	Yet, though she could not have spoken aloud all she meant, she was perfectly honest with herself.
1572	Likewise, in 2003, when other students believed that the paper showed a liberal bias, the conservative paper Irish Rover went into production.
1573	CORIOLANUS: On fair ground I could beat forty of them.
1574	Thank you Gab 'n' Eat!
1575	BRUTUS: Let them go on; This mutiny were better put in hazard, Than stay, past doubt, for greater: If, as his nature is, he fall in rage With their refusal, both observe and answer The vantage of his anger.
1576	LARTIUS: O noble fellow!
1577	I give the interior 2/5.\n\nThe prices were decent.
1578	There was no one filling up water.\n\nMy biggest complaint, however, is what happened with our meals.
1579	There are better restaurants in Carnegie.
1580	\""Pittsburgh Dad\"" would love this place n'at!
1581	MENENIUS: The senate, Coriolanus, are well pleased To make thee consul.
1582	Second Patrician: I would they were abed!
1583	MARCIUS: I thank you, general; But cannot make my heart consent to take A bribe to pay my sword: I do refuse it; And stand upon my common part with those That have beheld the doing.
1584	The \""Wet Cajun\"" are by the best & most popular.
1585	I would not go back.
1586	This was supposed to be a new tire.
1587	Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University.
1588	!
1589	While I was waiting on my food (which took much longer than usual) the inspector was pointing out violations.
1590	Both: Well, sir.
1591	BRUTUS: So it must fall out To him or our authorities.
1592	I got the physical done.
1593	Herald: Give way there, and go on!
1594	Budapest For many centuries, Budapest was two cities, with Buda on the west side of the river Danube and Pest on the east side.
1595	Yet camest thou to a morsel of this feast, Having fully dined before.
1596	Apparently, we were out of luck.
1597	Makes it a good tool to figure out how far you actually are hitting the ball.
1598	But neither cashier was anywhere near those controls, and the manager was the one serving food to customers and clearing the boards.\nThe manager was rude when giving me my order.
1599	First Citizen: No,'tis his kind of speech: he did not mock us.
1600	I bought a three month membership last year, mainly to attend the Silver Sneakers classes.
1601	Third Citizen: You must think, if we give you any thing, we hope to gain by you.
1602	Were I as patient as the midnight sleep, By Jove, 'twould be my mind!
1603	The first answer he came back with was that the chicken came in a pre-portioned prepared bag, kind of Kentucky Fried Chicken style...which didn't answer my question, thus prompting the second trip.
1604	Fellow Motown star Walter "Clyde" Orange of the Commodores, who also performed in the special 26 years ago, said he asked for Jackson's autograph at the time, but Jackson gave him the glove instead.
1605	MARCIUS: Sir, praise me not; My work hath yet not warm'd me: fare you well: The blood I drop is rather physical Than dangerous to me: to Aufidius thus I will appear, and fight.
1606	THE INTERRUPTED MASS The morning of that Wednesday of Corpus Christi, fateful to all concerned in this chronicle, dawned misty and grey, and the air was chilled by the wind that blew from the sea.
